"","ERBB2","DNMT3B"
"TCGA-S4-A8RM",NA,NA
"TCGA-S4-A8RO",NA,NA
"TCGA-S4-A8RP",NA,NA
"TCGA-US-A774",NA,NA
"TCGA-US-A776",NA,NA
"TCGA-US-A779",NA,NA
"TCGA-US-A77E",NA,NA
"TCGA-US-A77G",NA,NA
"TCGA-US-A77J",NA,NA
"TCGA-XD-AAUG",NA,NA
"TCGA-XD-AAUH",NA,NA
"TCGA-XD-AAUI",NA,NA
"TCGA-XD-AAUL",NA,NA
"TCGA-XN-A8T3",NA,NA
"TCGA-XN-A8T5",NA,NA
"TCGA-YB-A89D",NA,NA
"TCGA-YH-A8SY",NA,NA
"TCGA-YY-A8LH",NA,NA
"TCGA-Z5-AAPL",NA,NA
"TCGA-3M-AB46",0,0
"TCGA-3M-AB47",0,0
"TCGA-B7-5816",0,0
"TCGA-B7-5818",0,0
"TCGA-B7-A5TI",0,0
"TCGA-B7-A5TJ",0,0
"TCGA-B7-A5TK",0,0
"TCGA-B7-A5TN",0,0
"TCGA-BR-4183",0,0
"TCGA-BR-4184",0,0
"TCGA-BR-4187",0,0
"TCGA-BR-4188",0,0
"TCGA-BR-4191",0,0
"TCGA-BR-4201",0,0
"TCGA-BR-4253",0,0
"TCGA-BR-4255",0,0
"TCGA-BR-4256",0,0
"TCGA-BR-4257",0,0
"TCGA-BR-4267",0,0
"TCGA-BR-4279",0,0
"TCGA-BR-4280",0,0
"TCGA-BR-4292",0,0
"TCGA-BR-4294",0,0
"TCGA-BR-4357",0,0
"TCGA-BR-4361",0,0
"TCGA-BR-4362",0,0
"TCGA-BR-4363",0,0
"TCGA-BR-4366",0,0
"TCGA-BR-4367",0,0
"TCGA-BR-4368",0,0
"TCGA-BR-4369",0,0
"TCGA-BR-4370",0,0
"TCGA-BR-4371",0,0
"TCGA-BR-6452",0,0
"TCGA-BR-6453",0,0
"TCGA-BR-6454",0,0
"TCGA-BR-6455",0,0
"TCGA-BR-6456",0,0
"TCGA-BR-6457",0,0
"TCGA-BR-6458",0,0
"TCGA-BR-6563",0,0
"TCGA-BR-6564",0,0
"TCGA-BR-6565",0,0
"TCGA-BR-6566",0,0
"TCGA-BR-6705",0,0
"TCGA-BR-6706",0,0
"TCGA-BR-6707",0,0
"TCGA-BR-6709",0,0
"TCGA-BR-6710",0,0
"TCGA-BR-6801",0,0
"TCGA-BR-6802",0,0
"TCGA-BR-6803",0,0
"TCGA-BR-6852",0,0
"TCGA-BR-7196",0,0
"TCGA-BR-7197",0,0
"TCGA-BR-7703",0,0
"TCGA-BR-7704",0,0
"TCGA-BR-7707",0,0
"TCGA-BR-7715",0,0
"TCGA-BR-7716",0,0
"TCGA-BR-7717",0,0
"TCGA-BR-7722",0,0
"TCGA-BR-7723",0,0
"TCGA-BR-7851",0,0
"TCGA-BR-7901",0,0
"TCGA-BR-7957",0,0
"TCGA-BR-7958",0,0
"TCGA-BR-7959",0,0
"TCGA-BR-8058",0,0
"TCGA-BR-8059",0,0
"TCGA-BR-8060",0,0
"TCGA-BR-8077",0,0
"TCGA-BR-8078",0,0
"TCGA-BR-8080",0,0
"TCGA-BR-8081",0,0
"TCGA-BR-8284",0,0
"TCGA-BR-8285",0,0
"TCGA-BR-8286",0,0
"TCGA-BR-8289",0,0
"TCGA-BR-8291",0,0
"TCGA-BR-8295",0,0
"TCGA-BR-8296",0,0
"TCGA-BR-8297",0,0
"TCGA-BR-8360",0,0
"TCGA-BR-8361",0,0
"TCGA-BR-8362",0,0
"TCGA-BR-8363",0,0
"TCGA-BR-8364",0,0
"TCGA-BR-8365",0,0
"TCGA-BR-8366",0,0
"TCGA-BR-8367",0,0
"TCGA-BR-8368",0,0
"TCGA-BR-8369",0,0
"TCGA-BR-8370",0,0
"TCGA-BR-8371",0,0
"TCGA-BR-8372",0,0
"TCGA-BR-8373",0,0
"TCGA-BR-8380",0,0
"TCGA-BR-8381",0,0
"TCGA-BR-8382",0,0
"TCGA-BR-8384",0,0
"TCGA-BR-8483",1,0
"TCGA-BR-8484",0,0
"TCGA-BR-8485",0,0
"TCGA-BR-8486",0,0
"TCGA-BR-8487",0,0
"TCGA-BR-8588",0,0
"TCGA-BR-8589",0,0
"TCGA-BR-8590",0,0
"TCGA-BR-8591",0,0
"TCGA-BR-8592",0,0
"TCGA-BR-8676",0,0
"TCGA-BR-8677",0,0
"TCGA-BR-8678",0,0
"TCGA-BR-8679",0,0
"TCGA-BR-8680",0,0
"TCGA-BR-8682",0,0
"TCGA-BR-8683",0,0
"TCGA-BR-8686",0,0
"TCGA-BR-8687",0,0
"TCGA-BR-8690",1,0
"TCGA-BR-A44T",0,0
"TCGA-BR-A44U",0,0
"TCGA-BR-A452",0,0
"TCGA-BR-A453",0,0
"TCGA-BR-A4CQ",0,0
"TCGA-BR-A4CR",0,0
"TCGA-BR-A4CS",0,0
"TCGA-BR-A4IU",0,0
"TCGA-BR-A4IV",0,0
"TCGA-BR-A4IY",0,0
"TCGA-BR-A4IZ",0,0
"TCGA-BR-A4J1",0,0
"TCGA-BR-A4J2",0,0
"TCGA-BR-A4J4",0,0
"TCGA-BR-A4J5",0,0
"TCGA-BR-A4J6",0,0
"TCGA-BR-A4J7",0,0
"TCGA-BR-A4J8",0,0
"TCGA-BR-A4J9",0,0
"TCGA-BR-A4PD",0,0
"TCGA-BR-A4PE",1,0
"TCGA-BR-A4PF",0,0
"TCGA-BR-A4QI",0,0
"TCGA-BR-A4QL",0,0
"TCGA-BR-A4QM",0,0
"TCGA-CD-5798",0,0
"TCGA-CD-5799",1,0
"TCGA-CD-5800",0,0
"TCGA-CD-5801",0,0
"TCGA-CD-5802",1,0
"TCGA-CD-5803",0,0
"TCGA-CD-5804",0,0
"TCGA-CD-8524",0,0
"TCGA-CD-8525",0,0
"TCGA-CD-8526",0,0
"TCGA-CD-8527",0,0
"TCGA-CD-8528",0,0
"TCGA-CD-8529",0,0
"TCGA-CD-8530",0,0
"TCGA-CD-8531",0,0
"TCGA-CD-8532",0,0
"TCGA-CD-8533",0,0
"TCGA-CD-8534",0,0
"TCGA-CD-8535",0,1
"TCGA-CD-8536",0,0
"TCGA-CD-A486",0,0
"TCGA-CD-A487",0,0
"TCGA-CD-A489",0,0
"TCGA-CD-A48A",0,0
"TCGA-CD-A48C",0,0
"TCGA-CD-A4MG",0,0
"TCGA-CD-A4MH",0,0
"TCGA-CD-A4MI",0,0
"TCGA-CD-A4MJ",0,0
"TCGA-CG-4300",0,0
"TCGA-CG-4301",0,0
"TCGA-CG-4304",0,0
"TCGA-CG-4305",0,0
"TCGA-CG-4306",0,0
"TCGA-CG-4436",0,0
"TCGA-CG-4437",0,0
"TCGA-CG-4438",0,0
"TCGA-CG-4440",0,0
"TCGA-CG-4441",0,1
"TCGA-CG-4442",0,0
"TCGA-CG-4443",0,0
"TCGA-CG-4444",0,0
"TCGA-CG-4449",1,0
"TCGA-CG-4455",0,0
"TCGA-CG-4460",0,0
"TCGA-CG-4462",0,0
"TCGA-CG-4465",0,0
"TCGA-CG-4466",0,0
"TCGA-CG-4469",0,0
"TCGA-CG-4472",0,0
"TCGA-CG-4474",0,0
"TCGA-CG-4475",0,0
"TCGA-CG-4476",0,0
"TCGA-CG-4477",0,0
"TCGA-CG-5716",0,0
"TCGA-CG-5717",0,0
"TCGA-CG-5718",0,0
"TCGA-CG-5719",0,0
"TCGA-CG-5720",0,0
"TCGA-CG-5721",0,0
"TCGA-CG-5722",0,0
"TCGA-CG-5723",0,0
"TCGA-CG-5724",0,0
"TCGA-CG-5725",0,0
"TCGA-CG-5726",0,0
"TCGA-CG-5727",0,0
"TCGA-CG-5728",0,0
"TCGA-CG-5730",1,0
"TCGA-CG-5732",0,0
"TCGA-CG-5733",0,0
"TCGA-CG-5734",0,0
"TCGA-D7-5577",0,0
"TCGA-D7-5578",0,0
"TCGA-D7-5579",0,0
"TCGA-D7-6518",0,0
"TCGA-D7-6519",0,0
"TCGA-D7-6520",0,0
"TCGA-D7-6521",0,0
"TCGA-D7-6522",0,0
"TCGA-D7-6524",0,0
"TCGA-D7-6525",0,0
"TCGA-D7-6526",0,0
"TCGA-D7-6527",0,0
"TCGA-D7-6528",0,0
"TCGA-D7-6815",0,0
"TCGA-D7-6817",0,0
"TCGA-D7-6818",0,0
"TCGA-D7-6820",0,0
"TCGA-D7-6822",1,0
"TCGA-D7-8570",0,0
"TCGA-D7-8572",0,0
"TCGA-D7-8573",1,0
"TCGA-D7-8574",0,0
"TCGA-D7-8575",0,0
"TCGA-D7-8576",0,0
"TCGA-D7-8578",0,0
"TCGA-D7-8579",0,0
"TCGA-D7-A4YT",0,0
"TCGA-D7-A4YU",0,0
"TCGA-D7-A4YV",0,0
"TCGA-D7-A4YX",1,0
"TCGA-D7-A4YY",0,0
"TCGA-D7-A4Z0",0,0
"TCGA-D7-A6ET",0,0
"TCGA-D7-A6EV",0,0
"TCGA-D7-A6EX",0,0
"TCGA-D7-A6EY",0,0
"TCGA-D7-A6EZ",0,0
"TCGA-D7-A6F0",0,0
"TCGA-D7-A6F2",0,0
"TCGA-D7-A747",0,0
"TCGA-D7-A748",0,0
"TCGA-D7-A74A",0,0
"TCGA-D7-A74B",0,0
"TCGA-EQ-5647",0,0
"TCGA-EQ-8122",1,0
"TCGA-EQ-A4SO",0,0
"TCGA-F1-6177",-1,0
"TCGA-F1-6874",0,0
"TCGA-F1-6875",0,0
"TCGA-F1-A448",0,0
"TCGA-F1-A72C",0,0
"TCGA-FP-7735",0,0
"TCGA-FP-7829",0,0
"TCGA-FP-7916",0,0
"TCGA-FP-7998",0,0
"TCGA-FP-8099",0,0
"TCGA-FP-8209",0,0
"TCGA-FP-8210",0,0
"TCGA-FP-8211",0,0
"TCGA-FP-8631",0,0
"TCGA-FP-A4BE",0,0
"TCGA-FP-A4BF",0,0
"TCGA-FP-A8CX",1,0
"TCGA-FP-A9TM",0,0
"TCGA-HF-7131",0,0
"TCGA-HF-7132",0,0
"TCGA-HF-7133",0,0
"TCGA-HF-7134",0,0
"TCGA-HF-7136",0,0
"TCGA-HF-A5NB",0,0
"TCGA-HJ-7597",0,0
"TCGA-HU-8238",0,0
"TCGA-HU-8243",1,0
"TCGA-HU-8244",0,0
"TCGA-HU-8245",0,0
"TCGA-HU-8249",0,0
"TCGA-HU-8602",0,0
"TCGA-HU-8604",0,0
"TCGA-HU-8608",0,0
"TCGA-HU-8610",0,0
"TCGA-HU-A4G2",0,0
"TCGA-HU-A4G3",0,0
"TCGA-HU-A4G6",0,0
"TCGA-HU-A4G8",0,0
"TCGA-HU-A4G9",0,0
"TCGA-HU-A4GC",0,0
"TCGA-HU-A4GD",0,0
"TCGA-HU-A4GF",0,0
"TCGA-HU-A4GH",1,0
"TCGA-HU-A4GJ",0,0
"TCGA-HU-A4GN",0,0
"TCGA-HU-A4GP",0,0
"TCGA-HU-A4GQ",0,0
"TCGA-HU-A4GT",0,0
"TCGA-HU-A4GU",0,0
"TCGA-HU-A4GX",0,0
"TCGA-HU-A4GY",0,0
"TCGA-HU-A4H0",0,0
"TCGA-HU-A4H2",0,0
"TCGA-HU-A4H3",0,0
"TCGA-HU-A4H4",0,0
"TCGA-HU-A4H5",0,0
"TCGA-HU-A4H6",0,0
"TCGA-HU-A4H8",0,0
"TCGA-HU-A4HB",0,0
"TCGA-HU-A4HD",1,0
"TCGA-IN-7806",0,0
"TCGA-IN-7808",0,0
"TCGA-IN-8462",0,0
"TCGA-IN-8663",0,0
"TCGA-IN-A6RI",0,0
"TCGA-IN-A6RJ",0,0
"TCGA-IN-A6RL",0,0
"TCGA-IN-A6RN",0,0
"TCGA-IN-A6RO",0,0
"TCGA-IN-A6RP",0,0
"TCGA-IN-A6RR",0,0
"TCGA-IN-A6RS",1,0
"TCGA-IN-A7NR",0,0
"TCGA-IN-A7NT",0,0
"TCGA-IN-A7NU",0,0
"TCGA-IN-AB1V",0,0
"TCGA-IN-AB1X",0,0
"TCGA-IP-7968",0,0
"TCGA-KB-A6F5",0,0
"TCGA-KB-A6F7",0,0
"TCGA-KB-A93G",0,0
"TCGA-KB-A93H",0,0
"TCGA-KB-A93J",0,0
"TCGA-MX-A5UG",0,0
"TCGA-MX-A5UJ",0,0
"TCGA-MX-A663",0,0
"TCGA-MX-A666",0,0
"TCGA-R5-A7O7",0,0
"TCGA-R5-A7ZE",1,0
"TCGA-R5-A7ZF",0,0
"TCGA-R5-A7ZI",0,0
"TCGA-R5-A7ZR",0,0
"TCGA-R5-A804",0,0
"TCGA-R5-A805",0,0
"TCGA-RD-A7BS",0,0
"TCGA-RD-A7BT",0,0
"TCGA-RD-A7BW",0,0
"TCGA-RD-A7C1",0,0
"TCGA-RD-A8MV",0,0
"TCGA-RD-A8MW",0,0
"TCGA-RD-A8N0",0,0
"TCGA-RD-A8N1",0,0
"TCGA-RD-A8N2",0,0
"TCGA-RD-A8N4",0,0
"TCGA-RD-A8N5",0,0
"TCGA-RD-A8N6",0,0
"TCGA-RD-A8N9",0,0
"TCGA-RD-A8NB",0,0
"TCGA-SW-A7EA",0,0
"TCGA-SW-A7EB",0,0
"TCGA-VQ-A8DL",0,0
"TCGA-VQ-A8DT",0,0
"TCGA-VQ-A8DU",0,0
"TCGA-VQ-A8DV",0,0
"TCGA-VQ-A8DZ",0,0
"TCGA-VQ-A8E0",0,0
"TCGA-VQ-A8E2",0,0
"TCGA-VQ-A8E3",0,0
"TCGA-VQ-A8E7",0,0
"TCGA-VQ-A8P2",0,0
"TCGA-VQ-A8P3",0,0
"TCGA-VQ-A8P5",0,0
"TCGA-VQ-A8P8",0,0
"TCGA-VQ-A8PB",0,0
"TCGA-VQ-A8PC",0,0
"TCGA-VQ-A8PD",0,0
"TCGA-VQ-A8PE",1,0
"TCGA-VQ-A8PF",0,0
"TCGA-VQ-A8PH",0,0
"TCGA-VQ-A8PJ",1,0
"TCGA-VQ-A8PK",0,0
"TCGA-VQ-A8PM",0,0
"TCGA-VQ-A8PO",0,0
"TCGA-VQ-A8PP",0,0
"TCGA-VQ-A8PQ",0,0
"TCGA-VQ-A8PS",0,0
"TCGA-VQ-A8PT",0,0
"TCGA-VQ-A8PU",0,0
"TCGA-VQ-A8PX",0,0
"TCGA-VQ-A8PY",0,0
"TCGA-VQ-A8PZ",0,0
"TCGA-VQ-A91A",0,0
"TCGA-VQ-A91D",0,0
"TCGA-VQ-A91E",0,0
"TCGA-VQ-A91K",0,0
"TCGA-VQ-A91N",0,0
"TCGA-VQ-A91Q",0,0
"TCGA-VQ-A91S",1,0
"TCGA-VQ-A91U",0,0
"TCGA-VQ-A91V",0,0
"TCGA-VQ-A91W",0,0
"TCGA-VQ-A91X",1,0
"TCGA-VQ-A91Y",0,0
"TCGA-VQ-A91Z",0,0
"TCGA-VQ-A922",0,0
"TCGA-VQ-A923",0,0
"TCGA-VQ-A924",0,0
"TCGA-VQ-A925",0,0
"TCGA-VQ-A927",0,0
"TCGA-VQ-A928",0,0
"TCGA-VQ-A92D",0,0
"TCGA-VQ-A94O",0,0
"TCGA-VQ-A94P",0,0
"TCGA-VQ-A94R",0,0
"TCGA-VQ-A94T",0,0
"TCGA-VQ-A94U",0,0
"TCGA-VQ-AA64",0,0
"TCGA-VQ-AA68",0,0
"TCGA-VQ-AA69",0,0
"TCGA-VQ-AA6A",0,0
"TCGA-VQ-AA6B",0,0
"TCGA-VQ-AA6D",1,0
"TCGA-VQ-AA6F",0,0
"TCGA-VQ-AA6G",0,0
"TCGA-VQ-AA6I",0,0
"TCGA-VQ-AA6J",0,0
"TCGA-VQ-AA6K",0,0
"TCGA-ZA-A8F6",0,0
"TCGA-ZQ-A9CR",0,0
"TCGA-2V-A95S",NA,NA
"TCGA-2Y-A9GS",NA,NA
"TCGA-2Y-A9GT",NA,NA
"TCGA-2Y-A9GU",NA,NA
"TCGA-2Y-A9GV",NA,NA
"TCGA-2Y-A9GW",NA,NA
"TCGA-2Y-A9GX",NA,NA
"TCGA-2Y-A9GY",NA,NA
"TCGA-2Y-A9GZ",NA,NA
"TCGA-2Y-A9H0",NA,NA
"TCGA-2Y-A9H1",NA,NA
"TCGA-2Y-A9H2",NA,NA
"TCGA-2Y-A9H3",NA,NA
"TCGA-2Y-A9H4",NA,NA
"TCGA-2Y-A9H5",NA,NA
"TCGA-2Y-A9H6",NA,NA
"TCGA-2Y-A9H7",NA,NA
"TCGA-2Y-A9H8",NA,NA
"TCGA-2Y-A9H9",NA,NA
"TCGA-2Y-A9HA",NA,NA
"TCGA-2Y-A9HB",NA,NA
"TCGA-3K-AAZ8",NA,NA
"TCGA-4R-AA8I",NA,NA
"TCGA-5C-A9VG",NA,NA
"TCGA-5C-A9VH",NA,NA
"TCGA-5C-AAPD",NA,NA
"TCGA-5R-AA1C",NA,NA
"TCGA-5R-AA1D",NA,NA
"TCGA-5R-AAAM",NA,NA
"TCGA-BC-4072",NA,NA
"TCGA-BC-4073",NA,NA
"TCGA-BC-A10Q",NA,NA
"TCGA-BC-A10R",NA,NA
"TCGA-BC-A10S",NA,NA
"TCGA-BC-A10T",NA,NA
"TCGA-BC-A10U",NA,NA
"TCGA-BC-A10W",NA,NA
"TCGA-BC-A10X",NA,NA
"TCGA-BC-A10Y",NA,NA
"TCGA-BC-A10Z",NA,NA
"TCGA-BC-A110",NA,NA
"TCGA-BC-A112",NA,NA
"TCGA-BC-A216",NA,NA
"TCGA-BC-A217",NA,NA
"TCGA-BC-A3KF",NA,NA
"TCGA-BC-A3KG",NA,NA
"TCGA-BC-A5W4",NA,NA
"TCGA-BC-A69H",NA,NA
"TCGA-BC-A69I",NA,NA
"TCGA-BC-A8YO",NA,NA
"TCGA-BD-A2L6",NA,NA
"TCGA-BD-A3EP",NA,NA
"TCGA-BD-A3ER",NA,NA
"TCGA-BW-A5NO",NA,NA
"TCGA-BW-A5NP",NA,NA
"TCGA-BW-A5NQ",NA,NA
"TCGA-CC-5258",NA,NA
"TCGA-CC-5259",NA,NA
"TCGA-CC-5260",NA,NA
"TCGA-CC-5261",NA,NA
"TCGA-CC-5262",NA,NA
"TCGA-CC-5263",NA,NA
"TCGA-CC-5264",NA,NA
"TCGA-CC-A123",NA,NA
"TCGA-CC-A1HT",NA,NA
"TCGA-CC-A3M9",NA,NA
"TCGA-CC-A3MA",NA,NA
"TCGA-CC-A3MB",NA,NA
"TCGA-CC-A3MC",NA,NA
"TCGA-CC-A5UC",NA,NA
"TCGA-CC-A5UD",NA,NA
"TCGA-CC-A5UE",NA,NA
"TCGA-CC-A7IE",NA,NA
"TCGA-CC-A7IF",NA,NA
"TCGA-CC-A7IG",NA,NA
"TCGA-CC-A7IH",NA,NA
"TCGA-CC-A7II",NA,NA
"TCGA-CC-A7IJ",NA,NA
"TCGA-CC-A7IK",NA,NA
"TCGA-CC-A7IL",NA,NA
"TCGA-CC-A8HT",NA,NA
"TCGA-CC-A8HU",NA,NA
"TCGA-CC-A8HV",NA,NA
"TCGA-CC-A9FS",NA,NA
"TCGA-CC-A9FU",NA,NA
"TCGA-CC-A9FV",NA,NA
"TCGA-CC-A9FW",NA,NA
"TCGA-DD-A113",NA,NA
"TCGA-DD-A114",NA,NA
"TCGA-DD-A115",NA,NA
"TCGA-DD-A116",NA,NA
"TCGA-DD-A118",NA,NA
"TCGA-DD-A119",NA,NA
"TCGA-DD-A11A",NA,NA
"TCGA-DD-A11B",NA,NA
"TCGA-DD-A11C",NA,NA
"TCGA-DD-A11D",NA,NA
"TCGA-DD-A1E9",NA,NA
"TCGA-DD-A1EA",NA,NA
"TCGA-DD-A1EB",NA,NA
"TCGA-DD-A1EC",NA,NA
"TCGA-DD-A1ED",NA,NA
"TCGA-DD-A1EE",NA,NA
"TCGA-DD-A1EF",NA,NA
"TCGA-DD-A1EG",NA,NA
"TCGA-DD-A1EH",NA,NA
"TCGA-DD-A1EI",NA,NA
"TCGA-DD-A1EJ",NA,NA
"TCGA-DD-A1EK",NA,NA
"TCGA-DD-A1EL",NA,NA
"TCGA-DD-A39V",NA,NA
"TCGA-DD-A39W",NA,NA
"TCGA-DD-A39X",NA,NA
"TCGA-DD-A39Y",NA,NA
"TCGA-DD-A39Z",NA,NA
"TCGA-DD-A3A0",NA,NA
"TCGA-DD-A3A1",NA,NA
"TCGA-DD-A3A2",NA,NA
"TCGA-DD-A3A3",NA,NA
"TCGA-DD-A3A4",NA,NA
"TCGA-DD-A3A5",NA,NA
"TCGA-DD-A3A6",NA,NA
"TCGA-DD-A3A7",NA,NA
"TCGA-DD-A3A8",NA,NA
"TCGA-DD-A3A9",NA,NA
"TCGA-DD-A4NA",NA,NA
"TCGA-DD-A4NB",NA,NA
"TCGA-DD-A4ND",NA,NA
"TCGA-DD-A4NE",NA,NA
"TCGA-DD-A4NF",NA,NA
"TCGA-DD-A4NG",NA,NA
"TCGA-DD-A4NH",NA,NA
"TCGA-DD-A4NI",NA,NA
"TCGA-DD-A4NJ",NA,NA
"TCGA-DD-A4NK",NA,NA
"TCGA-DD-A4NL",NA,NA
"TCGA-DD-A4NN",NA,NA
"TCGA-DD-A4NO",NA,NA
"TCGA-DD-A4NP",NA,NA
"TCGA-DD-A4NQ",NA,NA
"TCGA-DD-A4NR",NA,NA
"TCGA-DD-A4NS",NA,NA
"TCGA-DD-A4NV",NA,NA
"TCGA-DD-A73A",NA,NA
"TCGA-DD-A73B",NA,NA
"TCGA-DD-A73C",NA,NA
"TCGA-DD-A73D",NA,NA
"TCGA-DD-A73E",NA,NA
"TCGA-DD-A73F",NA,NA
"TCGA-DD-A73G",NA,NA
"TCGA-DD-AA3A",NA,NA
"TCGA-DD-AAC8",NA,NA
"TCGA-DD-AAC9",NA,NA
"TCGA-DD-AACA",NA,NA
"TCGA-DD-AACB",NA,NA
"TCGA-DD-AACC",NA,NA
"TCGA-DD-AACD",NA,NA
"TCGA-DD-AACE",NA,NA
"TCGA-DD-AACF",NA,NA
"TCGA-DD-AACG",NA,NA
"TCGA-DD-AACH",NA,NA
"TCGA-DD-AACI",NA,NA
"TCGA-DD-AACJ",NA,NA
"TCGA-DD-AACK",NA,NA
"TCGA-DD-AACL",NA,NA
"TCGA-DD-AACM",NA,NA
"TCGA-DD-AACN",NA,NA
"TCGA-DD-AACO",NA,NA
"TCGA-DD-AACP",NA,NA
"TCGA-DD-AACQ",NA,NA
"TCGA-DD-AACS",NA,NA
"TCGA-DD-AACT",NA,NA
"TCGA-DD-AACU",NA,NA
"TCGA-DD-AACV",NA,NA
"TCGA-DD-AACW",NA,NA
"TCGA-DD-AACX",NA,NA
"TCGA-DD-AACY",NA,NA
"TCGA-DD-AACZ",NA,NA
"TCGA-DD-AAD0",NA,NA
"TCGA-DD-AAD1",NA,NA
"TCGA-DD-AAD2",NA,NA
"TCGA-DD-AAD3",NA,NA
"TCGA-DD-AAD5",NA,NA
"TCGA-DD-AAD6",NA,NA
"TCGA-DD-AAD8",NA,NA
"TCGA-DD-AADA",NA,NA
"TCGA-DD-AADB",NA,NA
"TCGA-DD-AADC",NA,NA
"TCGA-DD-AADD",NA,NA
"TCGA-DD-AADE",NA,NA
"TCGA-DD-AADF",NA,NA
"TCGA-DD-AADG",NA,NA
"TCGA-DD-AADI",NA,NA
"TCGA-DD-AADJ",NA,NA
"TCGA-DD-AADK",NA,NA
"TCGA-DD-AADL",NA,NA
"TCGA-DD-AADM",NA,NA
"TCGA-DD-AADN",NA,NA
"TCGA-DD-AADO",NA,NA
"TCGA-DD-AADP",NA,NA
"TCGA-DD-AADQ",NA,NA
"TCGA-DD-AADR",NA,NA
"TCGA-DD-AADS",NA,NA
"TCGA-DD-AADU",NA,NA
"TCGA-DD-AADV",NA,NA
"TCGA-DD-AADW",NA,NA
"TCGA-DD-AADY",NA,NA
"TCGA-DD-AAE0",NA,NA
"TCGA-DD-AAE1",NA,NA
"TCGA-DD-AAE2",NA,NA
"TCGA-DD-AAE3",NA,NA
"TCGA-DD-AAE4",NA,NA
"TCGA-DD-AAE6",NA,NA
"TCGA-DD-AAE7",NA,NA
"TCGA-DD-AAE8",NA,NA
"TCGA-DD-AAE9",NA,NA
"TCGA-DD-AAEA",NA,NA
"TCGA-DD-AAEB",NA,NA
"TCGA-DD-AAED",NA,NA
"TCGA-DD-AAEE",NA,NA
"TCGA-DD-AAEG",NA,NA
"TCGA-DD-AAEH",NA,NA
"TCGA-DD-AAEI",NA,NA
"TCGA-DD-AAEK",NA,NA
"TCGA-DD-AAVP",NA,NA
"TCGA-DD-AAVQ",NA,NA
"TCGA-DD-AAVR",NA,NA
"TCGA-DD-AAVS",NA,NA
"TCGA-DD-AAVU",NA,NA
"TCGA-DD-AAVV",NA,NA
"TCGA-DD-AAVW",NA,NA
"TCGA-DD-AAVX",NA,NA
"TCGA-DD-AAVY",NA,NA
"TCGA-DD-AAVZ",NA,NA
"TCGA-DD-AAW0",NA,NA
"TCGA-DD-AAW1",NA,NA
"TCGA-DD-AAW2",NA,NA
"TCGA-DD-AAW3",NA,NA
"TCGA-ED-A459",NA,NA
"TCGA-ED-A4XI",NA,NA
"TCGA-ED-A5KG",NA,NA
"TCGA-ED-A627",NA,NA
"TCGA-ED-A66X",NA,NA
"TCGA-ED-A66Y",NA,NA
"TCGA-ED-A7PX",NA,NA
"TCGA-ED-A7PY",NA,NA
"TCGA-ED-A7PZ",NA,NA
"TCGA-ED-A7XO",NA,NA
"TCGA-ED-A7XP",NA,NA
"TCGA-ED-A82E",NA,NA
"TCGA-ED-A8O5",NA,NA
"TCGA-ED-A8O6",NA,NA
"TCGA-ED-A97K",NA,NA
"TCGA-EP-A12J",NA,NA
"TCGA-EP-A26S",NA,NA
"TCGA-EP-A2KA",NA,NA
"TCGA-EP-A2KB",NA,NA
"TCGA-EP-A2KC",NA,NA
"TCGA-EP-A3JL",NA,NA
"TCGA-EP-A3RK",NA,NA
"TCGA-ES-A2HS",NA,NA
"TCGA-ES-A2HT",NA,NA
"TCGA-FV-A23B",NA,NA
"TCGA-FV-A2QQ",NA,NA
"TCGA-FV-A2QR",NA,NA
"TCGA-FV-A3I0",NA,NA
"TCGA-FV-A3I1",NA,NA
"TCGA-FV-A3R2",NA,NA
"TCGA-FV-A3R3",NA,NA
"TCGA-FV-A495",NA,NA
"TCGA-FV-A496",NA,NA
"TCGA-FV-A4ZP",NA,NA
"TCGA-FV-A4ZQ",NA,NA
"TCGA-G3-A25S",NA,NA
"TCGA-G3-A25T",NA,NA
"TCGA-G3-A25U",NA,NA
"TCGA-G3-A25V",NA,NA
"TCGA-G3-A25W",NA,NA
"TCGA-G3-A25X",NA,NA
"TCGA-G3-A25Y",NA,NA
"TCGA-G3-A25Z",NA,NA
"TCGA-G3-A3CG",NA,NA
"TCGA-G3-A3CH",NA,NA
"TCGA-G3-A3CI",NA,NA
"TCGA-G3-A3CJ",NA,NA
"TCGA-G3-A3CK",NA,NA
"TCGA-G3-A5SI",NA,NA
"TCGA-G3-A5SJ",NA,NA
"TCGA-G3-A5SK",NA,NA
"TCGA-G3-A5SL",NA,NA
"TCGA-G3-A5SM",NA,NA
"TCGA-G3-A6UC",NA,NA
"TCGA-G3-A7M5",NA,NA
"TCGA-G3-A7M6",NA,NA
"TCGA-G3-A7M7",NA,NA
"TCGA-G3-A7M8",NA,NA
"TCGA-G3-A7M9",NA,NA
"TCGA-G3-AAUZ",NA,NA
"TCGA-G3-AAV0",NA,NA
"TCGA-G3-AAV1",NA,NA
"TCGA-G3-AAV2",NA,NA
"TCGA-G3-AAV3",NA,NA
"TCGA-G3-AAV4",NA,NA
"TCGA-G3-AAV5",NA,NA
"TCGA-G3-AAV6",NA,NA
"TCGA-G3-AAV7",NA,NA
"TCGA-GJ-A3OU",NA,NA
"TCGA-GJ-A6C0",NA,NA
"TCGA-GJ-A9DB",NA,NA
