"","FGFR1","DNMT3B","RLF"
"TCGA-DD-A3A8",NA,NA,NA
"TCGA-DD-A3A9",NA,NA,NA
"TCGA-DD-A4NA",NA,NA,NA
"TCGA-DD-A4NB",NA,NA,NA
"TCGA-DD-A4ND",NA,NA,NA
"TCGA-DD-A4NE",NA,NA,NA
"TCGA-DD-A4NF",NA,NA,NA
"TCGA-DD-A4NG",NA,NA,NA
"TCGA-DD-A4NH",NA,NA,NA
"TCGA-DD-A4NI",NA,NA,NA
"TCGA-DD-A4NJ",NA,NA,NA
"TCGA-DD-A4NK",NA,NA,NA
"TCGA-DD-A4NL",NA,NA,NA
"TCGA-DD-A4NN",NA,NA,NA
"TCGA-DD-A4NO",NA,NA,NA
"TCGA-DD-A4NP",NA,NA,NA
"TCGA-DD-A4NQ",NA,NA,NA
"TCGA-DD-A4NR",NA,NA,NA
"TCGA-DD-A4NS",NA,NA,NA
"TCGA-DD-A4NV",NA,NA,NA
"TCGA-DD-A73A",NA,NA,NA
"TCGA-DD-A73B",NA,NA,NA
"TCGA-DD-A73C",NA,NA,NA
"TCGA-DD-A73D",NA,NA,NA
"TCGA-DD-A73E",NA,NA,NA
"TCGA-DD-A73F",NA,NA,NA
"TCGA-DD-A73G",NA,NA,NA
"TCGA-DD-AA3A",NA,NA,NA
"TCGA-DD-AAC8",NA,NA,NA
"TCGA-DD-AAC9",NA,NA,NA
"TCGA-DD-AACA",NA,NA,NA
"TCGA-DD-AACB",NA,NA,NA
"TCGA-DD-AACC",NA,NA,NA
"TCGA-DD-AACD",NA,NA,NA
"TCGA-DD-AACE",NA,NA,NA
"TCGA-DD-AACF",NA,NA,NA
"TCGA-DD-AACG",NA,NA,NA
"TCGA-DD-AACH",NA,NA,NA
"TCGA-DD-AACI",NA,NA,NA
"TCGA-DD-AACJ",NA,NA,NA
"TCGA-DD-AACK",NA,NA,NA
"TCGA-DD-AACL",NA,NA,NA
"TCGA-DD-AACM",NA,NA,NA
"TCGA-DD-AACN",NA,NA,NA
"TCGA-DD-AACO",NA,NA,NA
"TCGA-DD-AACP",NA,NA,NA
"TCGA-DD-AACQ",NA,NA,NA
"TCGA-DD-AACS",NA,NA,NA
"TCGA-DD-AACT",NA,NA,NA
"TCGA-DD-AACU",NA,NA,NA
"TCGA-DD-AACV",NA,NA,NA
"TCGA-DD-AACW",NA,NA,NA
"TCGA-DD-AACX",NA,NA,NA
"TCGA-DD-AACY",NA,NA,NA
"TCGA-DD-AACZ",NA,NA,NA
"TCGA-DD-AAD0",NA,NA,NA
"TCGA-DD-AAD1",NA,NA,NA
"TCGA-DD-AAD2",NA,NA,NA
"TCGA-DD-AAD3",NA,NA,NA
"TCGA-DD-AAD5",NA,NA,NA
"TCGA-DD-AAD6",NA,NA,NA
"TCGA-DD-AAD8",NA,NA,NA
"TCGA-DD-AADA",NA,NA,NA
"TCGA-DD-AADB",NA,NA,NA
"TCGA-DD-AADC",NA,NA,NA
"TCGA-DD-AADD",NA,NA,NA
"TCGA-DD-AADE",NA,NA,NA
"TCGA-DD-AADF",NA,NA,NA
"TCGA-DD-AADG",NA,NA,NA
"TCGA-DD-AADI",NA,NA,NA
"TCGA-DD-AADJ",NA,NA,NA
"TCGA-DD-AADK",NA,NA,NA
"TCGA-DD-AADL",NA,NA,NA
"TCGA-DD-AADM",NA,NA,NA
"TCGA-DD-AADN",NA,NA,NA
"TCGA-DD-AADO",NA,NA,NA
"TCGA-DD-AADP",NA,NA,NA
"TCGA-DD-AADQ",NA,NA,NA
"TCGA-DD-AADR",NA,NA,NA
"TCGA-DD-AADS",NA,NA,NA
"TCGA-DD-AADU",NA,NA,NA
"TCGA-DD-AADV",NA,NA,NA
"TCGA-DD-AADW",NA,NA,NA
"TCGA-DD-AADY",NA,NA,NA
"TCGA-DD-AAE0",NA,NA,NA
"TCGA-DD-AAE1",NA,NA,NA
"TCGA-DD-AAE2",NA,NA,NA
"TCGA-DD-AAE3",NA,NA,NA
"TCGA-DD-AAE4",NA,NA,NA
"TCGA-DD-AAE6",NA,NA,NA
"TCGA-DD-AAE7",NA,NA,NA
"TCGA-DD-AAE8",NA,NA,NA
"TCGA-DD-AAE9",NA,NA,NA
"TCGA-DD-AAEA",NA,NA,NA
"TCGA-DD-AAEB",NA,NA,NA
"TCGA-DD-AAED",NA,NA,NA
"TCGA-DD-AAEE",NA,NA,NA
"TCGA-DD-AAEG",NA,NA,NA
"TCGA-DD-AAEH",NA,NA,NA
"TCGA-DD-AAEI",NA,NA,NA
"TCGA-DD-AAEK",NA,NA,NA
"TCGA-DD-AAVP",NA,NA,NA
"TCGA-DD-AAVQ",NA,NA,NA
"TCGA-DD-AAVR",NA,NA,NA
"TCGA-DD-AAVS",NA,NA,NA
"TCGA-DD-AAVU",NA,NA,NA
"TCGA-DD-AAVV",NA,NA,NA
"TCGA-DD-AAVW",NA,NA,NA
"TCGA-DD-AAVX",NA,NA,NA
"TCGA-DD-AAVY",NA,NA,NA
"TCGA-DD-AAVZ",NA,NA,NA
"TCGA-DD-AAW0",NA,NA,NA
"TCGA-DD-AAW1",NA,NA,NA
"TCGA-DD-AAW2",NA,NA,NA
"TCGA-DD-AAW3",NA,NA,NA
"TCGA-ED-A459",NA,NA,NA
"TCGA-ED-A4XI",NA,NA,NA
"TCGA-ED-A5KG",NA,NA,NA
"TCGA-ED-A627",NA,NA,NA
"TCGA-ED-A66X",NA,NA,NA
"TCGA-ED-A66Y",NA,NA,NA
"TCGA-ED-A7PX",NA,NA,NA
"TCGA-ED-A7PY",NA,NA,NA
"TCGA-ED-A7PZ",NA,NA,NA
"TCGA-ED-A7XO",NA,NA,NA
"TCGA-ED-A7XP",NA,NA,NA
"TCGA-ED-A82E",NA,NA,NA
"TCGA-ED-A8O5",NA,NA,NA
"TCGA-ED-A8O6",NA,NA,NA
"TCGA-ED-A97K",NA,NA,NA
"TCGA-EP-A12J",NA,NA,NA
"TCGA-EP-A26S",NA,NA,NA
"TCGA-EP-A2KA",NA,NA,NA
"TCGA-EP-A2KB",NA,NA,NA
"TCGA-EP-A2KC",NA,NA,NA
"TCGA-EP-A3JL",NA,NA,NA
"TCGA-EP-A3RK",NA,NA,NA
"TCGA-ES-A2HS",NA,NA,NA
"TCGA-ES-A2HT",NA,NA,NA
"TCGA-FV-A23B",NA,NA,NA
"TCGA-FV-A2QQ",NA,NA,NA
"TCGA-FV-A2QR",NA,NA,NA
"TCGA-FV-A3I0",NA,NA,NA
"TCGA-FV-A3I1",NA,NA,NA
"TCGA-FV-A3R2",NA,NA,NA
"TCGA-FV-A3R3",NA,NA,NA
"TCGA-FV-A495",NA,NA,NA
"TCGA-FV-A496",NA,NA,NA
"TCGA-FV-A4ZP",NA,NA,NA
"TCGA-FV-A4ZQ",NA,NA,NA
"TCGA-G3-A25S",NA,NA,NA
"TCGA-G3-A25T",NA,NA,NA
"TCGA-G3-A25U",NA,NA,NA
"TCGA-G3-A25V",NA,NA,NA
"TCGA-G3-A25W",NA,NA,NA
"TCGA-G3-A25X",NA,NA,NA
"TCGA-G3-A25Y",NA,NA,NA
"TCGA-G3-A25Z",NA,NA,NA
"TCGA-G3-A3CG",NA,NA,NA
"TCGA-G3-A3CH",NA,NA,NA
"TCGA-G3-A3CI",NA,NA,NA
"TCGA-G3-A3CJ",NA,NA,NA
"TCGA-G3-A3CK",NA,NA,NA
"TCGA-G3-A5SI",NA,NA,NA
"TCGA-G3-A5SJ",NA,NA,NA
"TCGA-G3-A5SK",NA,NA,NA
"TCGA-G3-A5SL",NA,NA,NA
"TCGA-G3-A5SM",NA,NA,NA
"TCGA-G3-A6UC",NA,NA,NA
"TCGA-G3-A7M5",NA,NA,NA
"TCGA-G3-A7M6",NA,NA,NA
"TCGA-G3-A7M7",NA,NA,NA
"TCGA-G3-A7M8",NA,NA,NA
"TCGA-G3-A7M9",NA,NA,NA
"TCGA-G3-AAUZ",NA,NA,NA
"TCGA-G3-AAV0",NA,NA,NA
"TCGA-G3-AAV1",NA,NA,NA
"TCGA-G3-AAV2",NA,NA,NA
"TCGA-G3-AAV3",NA,NA,NA
"TCGA-G3-AAV4",NA,NA,NA
"TCGA-G3-AAV5",NA,NA,NA
"TCGA-G3-AAV6",NA,NA,NA
"TCGA-G3-AAV7",NA,NA,NA
"TCGA-GJ-A3OU",NA,NA,NA
"TCGA-GJ-A6C0",NA,NA,NA
"TCGA-GJ-A9DB",NA,NA,NA
"TCGA-HP-A5MZ",NA,NA,NA
"TCGA-HP-A5N0",NA,NA,NA
"TCGA-K7-A5RF",NA,NA,NA
"TCGA-K7-A5RG",NA,NA,NA
"TCGA-K7-A6G5",NA,NA,NA
"TCGA-K7-AAU7",NA,NA,NA
"TCGA-KR-A7K0",NA,NA,NA
"TCGA-KR-A7K2",NA,NA,NA
"TCGA-KR-A7K7",NA,NA,NA
"TCGA-KR-A7K8",NA,NA,NA
"TCGA-LG-A6GG",NA,NA,NA
"TCGA-LG-A9QC",NA,NA,NA
"TCGA-LG-A9QD",NA,NA,NA
"TCGA-MI-A75C",NA,NA,NA
"TCGA-MI-A75E",NA,NA,NA
"TCGA-MI-A75G",NA,NA,NA
"TCGA-MI-A75H",NA,NA,NA
"TCGA-MI-A75I",NA,NA,NA
"TCGA-MR-A520",NA,NA,NA
"TCGA-MR-A8JO",NA,NA,NA
"TCGA-NI-A4U2",NA,NA,NA
"TCGA-NI-A8LF",NA,NA,NA
"TCGA-O8-A75V",NA,NA,NA
"TCGA-PD-A5DF",NA,NA,NA
"TCGA-QA-A7B7",NA,NA,NA
"TCGA-RC-A6M3",NA,NA,NA
"TCGA-RC-A6M4",NA,NA,NA
"TCGA-RC-A6M5",NA,NA,NA
"TCGA-RC-A6M6",NA,NA,NA
"TCGA-RC-A7S9",NA,NA,NA
"TCGA-RC-A7SB",NA,NA,NA
"TCGA-RC-A7SF",NA,NA,NA
"TCGA-RC-A7SH",NA,NA,NA
"TCGA-RC-A7SK",NA,NA,NA
"TCGA-RG-A7D4",NA,NA,NA
"TCGA-T1-A6J8",NA,NA,NA
"TCGA-UB-A7MA",NA,NA,NA
"TCGA-UB-A7MB",NA,NA,NA
"TCGA-UB-A7MC",NA,NA,NA
"TCGA-UB-A7MD",NA,NA,NA
"TCGA-UB-A7ME",NA,NA,NA
"TCGA-UB-A7MF",NA,NA,NA
"TCGA-UB-AA0U",NA,NA,NA
"TCGA-UB-AA0V",NA,NA,NA
"TCGA-WJ-A86L",NA,NA,NA
"TCGA-WQ-A9G7",NA,NA,NA
"TCGA-WQ-AB4B",NA,NA,NA
"TCGA-WX-AA44",NA,NA,NA
"TCGA-WX-AA46",NA,NA,NA
"TCGA-WX-AA47",NA,NA,NA
"TCGA-XR-A8TD",NA,NA,NA
"TCGA-XR-A8TE",NA,NA,NA
"TCGA-XR-A8TF",NA,NA,NA
"TCGA-XR-A8TG",NA,NA,NA
"TCGA-YA-A8S7",NA,NA,NA
"TCGA-ZP-A9CV",NA,NA,NA
"TCGA-ZP-A9CY",NA,NA,NA
"TCGA-ZP-A9CZ",NA,NA,NA
"TCGA-ZP-A9D0",NA,NA,NA
"TCGA-ZP-A9D1",NA,NA,NA
"TCGA-ZP-A9D2",NA,NA,NA
"TCGA-ZP-A9D4",NA,NA,NA
"TCGA-ZS-A9CD",NA,NA,NA
"TCGA-ZS-A9CE",NA,NA,NA
"TCGA-ZS-A9CF",NA,NA,NA
"TCGA-ZS-A9CG",NA,NA,NA
"TCGA-2H-A9GF",NA,NA,NA
"TCGA-2H-A9GG",NA,NA,NA
"TCGA-2H-A9GH",NA,NA,NA
"TCGA-2H-A9GI",NA,NA,NA
"TCGA-2H-A9GJ",NA,NA,NA
"TCGA-2H-A9GK",NA,NA,NA
"TCGA-2H-A9GL",NA,NA,NA
"TCGA-2H-A9GM",NA,NA,NA
"TCGA-2H-A9GN",NA,NA,NA
"TCGA-2H-A9GO",NA,NA,NA
"TCGA-2H-A9GQ",NA,NA,NA
"TCGA-2H-A9GR",NA,NA,NA
"TCGA-IC-A6RE",NA,NA,NA
"TCGA-IC-A6RF",NA,NA,NA
"TCGA-IG-A3I8",NA,NA,NA
"TCGA-IG-A3QL",NA,NA,NA
"TCGA-IG-A3Y9",NA,NA,NA
"TCGA-IG-A3YA",NA,NA,NA
"TCGA-IG-A3YB",NA,NA,NA
"TCGA-IG-A3YC",NA,NA,NA
"TCGA-IG-A4P3",NA,NA,NA
"TCGA-IG-A4QS",NA,NA,NA
"TCGA-IG-A4QT",NA,NA,NA
"TCGA-IG-A50L",NA,NA,NA
"TCGA-IG-A51D",NA,NA,NA
"TCGA-IG-A5B8",NA,NA,NA
"TCGA-IG-A5S3",NA,NA,NA
"TCGA-IG-A625",NA,NA,NA
"TCGA-IG-A6QS",NA,NA,NA
"TCGA-IG-A7DP",NA,NA,NA
"TCGA-IG-A8O2",NA,NA,NA
"TCGA-IG-A97H",NA,NA,NA
"TCGA-IG-A97I",NA,NA,NA
"TCGA-JY-A6F8",NA,NA,NA
"TCGA-JY-A6FA",NA,NA,NA
"TCGA-JY-A6FB",NA,NA,NA
"TCGA-JY-A6FD",NA,NA,NA
"TCGA-JY-A6FE",NA,NA,NA
"TCGA-JY-A6FG",NA,NA,NA
"TCGA-JY-A6FH",NA,NA,NA
"TCGA-JY-A938",NA,NA,NA
"TCGA-JY-A939",NA,NA,NA
"TCGA-JY-A93C",NA,NA,NA
"TCGA-JY-A93D",NA,NA,NA
"TCGA-JY-A93E",NA,NA,NA
"TCGA-JY-A93F",NA,NA,NA
"TCGA-KH-A6WC",NA,NA,NA
"TCGA-L5-A43C",NA,NA,NA
"TCGA-L5-A43E",NA,NA,NA
"TCGA-L5-A43H",NA,NA,NA
"TCGA-L5-A43I",NA,NA,NA
"TCGA-L5-A43J",NA,NA,NA
"TCGA-L5-A43M",NA,NA,NA
"TCGA-L5-A4OE",NA,NA,NA
"TCGA-L5-A4OF",NA,NA,NA
"TCGA-L5-A4OG",NA,NA,NA
"TCGA-L5-A4OH",NA,NA,NA
"TCGA-L5-A4OI",NA,NA,NA
"TCGA-L5-A4OJ",NA,NA,NA
"TCGA-L5-A4OM",NA,NA,NA
"TCGA-L5-A4ON",NA,NA,NA
"TCGA-L5-A4OO",NA,NA,NA
"TCGA-L5-A4OP",NA,NA,NA
"TCGA-L5-A4OQ",NA,NA,NA
"TCGA-L5-A4OR",NA,NA,NA
"TCGA-L5-A4OS",NA,NA,NA
"TCGA-L5-A4OT",NA,NA,NA
"TCGA-L5-A4OU",NA,NA,NA
"TCGA-L5-A4OW",NA,NA,NA
"TCGA-L5-A4OX",NA,NA,NA
"TCGA-L5-A88S",NA,NA,NA
"TCGA-L5-A88T",NA,NA,NA
"TCGA-L5-A88V",NA,NA,NA
"TCGA-L5-A88W",NA,NA,NA
"TCGA-L5-A88Y",NA,NA,NA
"TCGA-L5-A88Z",NA,NA,NA
"TCGA-L5-A891",NA,NA,NA
"TCGA-L5-A893",NA,NA,NA
"TCGA-L5-A8NE",NA,NA,NA
"TCGA-L5-A8NF",NA,NA,NA
"TCGA-L5-A8NG",NA,NA,NA
"TCGA-L5-A8NH",NA,NA,NA
"TCGA-L5-A8NI",NA,NA,NA
"TCGA-L5-A8NJ",NA,NA,NA
"TCGA-L5-A8NK",NA,NA,NA
"TCGA-L5-A8NL",NA,NA,NA
"TCGA-L5-A8NM",NA,NA,NA
"TCGA-L5-A8NN",NA,NA,NA
"TCGA-L5-A8NQ",NA,NA,NA
"TCGA-L5-A8NR",NA,NA,NA
"TCGA-L5-A8NS",NA,NA,NA
"TCGA-L5-A8NT",NA,NA,NA
"TCGA-L5-A8NU",NA,NA,NA
"TCGA-L5-A8NV",NA,NA,NA
"TCGA-L5-A8NW",NA,NA,NA
"TCGA-L7-A56G",NA,NA,NA
"TCGA-L7-A6VZ",NA,NA,NA
"TCGA-LN-A49K",NA,NA,NA
"TCGA-LN-A49L",NA,NA,NA
"TCGA-LN-A49M",NA,NA,NA
"TCGA-LN-A49N",NA,NA,NA
"TCGA-LN-A49O",NA,NA,NA
"TCGA-LN-A49P",NA,NA,NA
"TCGA-LN-A49R",NA,NA,NA
"TCGA-LN-A49S",NA,NA,NA
"TCGA-LN-A49U",NA,NA,NA
"TCGA-LN-A49V",NA,NA,NA
"TCGA-LN-A49W",NA,NA,NA
"TCGA-LN-A49X",NA,NA,NA
"TCGA-LN-A49Y",NA,NA,NA
"TCGA-LN-A4A1",NA,NA,NA
"TCGA-LN-A4A2",NA,NA,NA
"TCGA-LN-A4A3",NA,NA,NA
"TCGA-LN-A4A4",NA,NA,NA
"TCGA-LN-A4A5",NA,NA,NA
"TCGA-LN-A4A6",NA,NA,NA
"TCGA-LN-A4A8",NA,NA,NA
"TCGA-LN-A4A9",NA,NA,NA
"TCGA-LN-A4MQ",NA,NA,NA
"TCGA-LN-A4MR",NA,NA,NA
"TCGA-LN-A5U5",NA,NA,NA
"TCGA-LN-A5U6",NA,NA,NA
"TCGA-LN-A5U7",NA,NA,NA
"TCGA-LN-A7HV",NA,NA,NA
"TCGA-LN-A7HW",NA,NA,NA
"TCGA-LN-A7HX",NA,NA,NA
"TCGA-LN-A7HY",NA,NA,NA
"TCGA-LN-A7HZ",NA,NA,NA
"TCGA-LN-A8HZ",NA,NA,NA
"TCGA-LN-A8I0",NA,NA,NA
"TCGA-LN-A8I1",NA,NA,NA
"TCGA-LN-A9FO",NA,NA,NA
"TCGA-LN-A9FP",NA,NA,NA
"TCGA-LN-A9FQ",NA,NA,NA
"TCGA-LN-A9FR",NA,NA,NA
"TCGA-M9-A5M8",NA,NA,NA
"TCGA-Q9-A6FU",NA,NA,NA
"TCGA-Q9-A6FW",NA,NA,NA
"TCGA-R6-A6DN",NA,NA,NA
"TCGA-R6-A6DQ",NA,NA,NA
"TCGA-R6-A6KZ",NA,NA,NA
"TCGA-R6-A6L4",NA,NA,NA
"TCGA-R6-A6L6",NA,NA,NA
"TCGA-R6-A6XG",NA,NA,NA
"TCGA-R6-A6XQ",NA,NA,NA
"TCGA-R6-A6Y0",NA,NA,NA
"TCGA-R6-A6Y2",NA,NA,NA
"TCGA-R6-A8W5",NA,NA,NA
"TCGA-R6-A8W8",NA,NA,NA
"TCGA-R6-A8WC",NA,NA,NA
"TCGA-R6-A8WG",NA,NA,NA
"TCGA-RE-A7BO",NA,NA,NA
"TCGA-S8-A6BV",NA,NA,NA
"TCGA-S8-A6BW",NA,NA,NA
"TCGA-V5-A7RB",NA,NA,NA
"TCGA-V5-A7RC",NA,NA,NA
"TCGA-V5-A7RE",NA,NA,NA
"TCGA-V5-AASV",NA,NA,NA
"TCGA-V5-AASW",NA,NA,NA
"TCGA-V5-AASX",NA,NA,NA
"TCGA-VR-A8EO",NA,NA,NA
"TCGA-VR-A8EP",NA,NA,NA
"TCGA-VR-A8EQ",NA,NA,NA
"TCGA-VR-A8ER",NA,NA,NA
"TCGA-VR-A8ET",NA,NA,NA
"TCGA-VR-A8EU",NA,NA,NA
"TCGA-VR-A8EW",NA,NA,NA
"TCGA-VR-A8EX",NA,NA,NA
"TCGA-VR-A8EY",NA,NA,NA
"TCGA-VR-A8EZ",NA,NA,NA
"TCGA-VR-A8Q7",NA,NA,NA
"TCGA-VR-AA4D",NA,NA,NA
"TCGA-VR-AA4G",NA,NA,NA
"TCGA-VR-AA7B",NA,NA,NA
"TCGA-VR-AA7D",NA,NA,NA
"TCGA-VR-AA7I",NA,NA,NA
"TCGA-X8-AAAR",NA,NA,NA
"TCGA-XP-A8T6",NA,NA,NA
"TCGA-XP-A8T7",NA,NA,NA
"TCGA-XP-A8T8",NA,NA,NA
"TCGA-Z6-A8JD",NA,NA,NA
"TCGA-Z6-A8JE",NA,NA,NA
"TCGA-Z6-A9VB",NA,NA,NA
"TCGA-Z6-AAPN",NA,NA,NA
"TCGA-ZR-A9CJ",NA,NA,NA
